loan_id,age,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,employment_years,num_credit_lines,debt_to_income,loan_purpose,home_ownership,default
L02430,29,38280,29280,12,15.09,651,21,5,0.765,education,RENT,0
L02431,61,39093,23859,60,12.32,624,21,7,0.61,vacation,RENT,0
L02432,46,59148,35805,12,7.83,687,12,7,0.605,home_improvement,MORTGAGE,0
L02433,30,86207,10262,12,5.42,539,25,7,0.119,car,MORTGAGE,0
L02434,23,56082,13066,24,9.16,373,5,3,0.233,medical,RENT,0
L02435,36,31975,17554,24,7.04,330,2,9,0.549,medical,MORTGAGE,0
L02436,24,44094,9008,60,19.92,778,13,6,0.204,vacation,RENT,0
L02437,57,58647,24315,12,7.14,313,6,8,0.415,education,RENT,0
L02438,25,59323,17263,36,18.76,615,2,1,0.291,home_improvement,OWN,0
L02439,35,42326,18238,12,12.33,367,5,4,0.431,home_improvement,RENT,1
L02440,62,43735,40410,24,6.39,837,28,7,0.924,debt_consolidation,MORTGAGE,0
L02441,62,37331,18489,12,20.44,590,12,9,0.495,home_improvement,OWN,0
L02442,46,75541,19153,48,16.01,323,13,3,0.254,vacation,RENT,0
L02443,31,39974,49299,48,9.48,714,14,6,1.233,vacation,MORTGAGE,0
L02444,42,46633,45152,36,22.0,335,25,8,0.968,car,MORTGAGE,0
L02445,57,46121,26283,60,5.86,400,15,3,0.57,vacation,OWN,0
L02446,33,26092,48429,12,8.83,845,0,6,1.856,car,RENT,0
L02447,48,39458,13687,48,19.29,338,14,9,0.347,home_improvement,RENT,0
L02448,61,77106,24998,60,18.48,510,29,9,0.324,debt_consolidation,RENT,0
L02449,23,33232,30887,48,10.5,471,23,6,0.929,education,RENT,0
L02450,34,37654,48172,60,6.18,741,6,5,1.279,medical,MORTGAGE,0
L02451,53,31014,6355,60,21.3,358,27,1,0.205,vacation,RENT,0
L02452,52,53368,35701,48,10.96,709,8,3,0.669,home_improvement,OWN,0
L02453,37,88938,43534,24,8.72,833,14,3,0.489,vacation,MORTGAGE,0
L02454,53,52611,7906,60,14.81,664,13,4,0.15,car,MORTGAGE,0
L02455,53,56201,14572,12,22.29,666,18,5,0.259,home_improvement,RENT,0
L02456,55,40681,14279,48,5.83,643,27,8,0.351,medical,RENT,0
L02457,32,53890,45491,24,19.55,595,23,9,0.844,car,RENT,0
L02458,31,77122,12611,48,15.88,640,17,7,0.164,home_improvement,RENT,0
L02459,36,57572,10261,36,13.08,822,8,6,0.178,education,RENT,0
L02460,38,93371,6474,12,19.14,564,0,3,0.069,education,OWN,0
L02461,61,77670,27878,36,23.35,823,11,9,0.359,medical,RENT,0
L02462,39,53446,30390,60,9.35,337,9,1,0.569,education,RENT,0
L02463,30,53095,28925,60,7.73,430,6,9,0.545,car,RENT,0
L02464,46,84356,18638,36,22.34,681,13,3,0.221,medical,MORTGAGE,0
L02465,61,57471,25471,36,17.71,524,25,9,0.443,home_improvement,OWN,0
L02466,35,80360,6787,60,13.32,442,29,1,0.084,car,MORTGAGE,0
L02467,46,91052,48343,24,15.89,730,0,8,0.531,education,RENT,0
L02468,43,51324,9862,12,19.17,688,14,6,0.192,debt_consolidation,MORTGAGE,0
L02469,51,61335,45724,48,19.69,353,21,9,0.745,vacation,RENT,0
L02470,41,72640,12663,36,22.48,323,0,4,0.174,education,RENT,0
L02471,42,68815,18120,12,13.11,694,12,5,0.263,debt_consolidation,MORTGAGE,0
L02472,53,68688,24740,48,10.57,418,19,6,0.36,medical,MORTGAGE,0
L02473,42,30997,38510,48,17.15,484,22,9,1.242,home_improvement,MORTGAGE,0
L02474,56,39728,4035,36,12.9,491,1,6,0.102,vacation,MORTGAGE,0
L02475,53,46085,36735,24,16.3,786,2,9,0.797,home_improvement,RENT,0
L02476,51,76859,3852,24,12.98,683,3,2,0.05,medical,RENT,0
L02477,60,32763,45315,12,7.91,645,15,4,1.383,home_improvement,OWN,0
L02478,33,82418,41386,12,13.92,772,21,3,0.502,car,RENT,0
L02479,62,69037,48627,60,18.13,302,28,4,0.704,car,MORTGAGE,1
L02480,39,75776,10303,24,20.19,349,11,1,0.136,education,OWN,0
L02481,42,38268,46118,12,14.37,803,24,2,1.205,education,MORTGAGE,0
L02482,34,56301,2164,60,8.14,510,3,4,0.038,education,OWN,0
L02483,42,60380,41726,48,12.88,827,21,4,0.691,education,OWN,0
L02484,29,59589,36905,12,19.94,582,11,5,0.619,medical,RENT,0
L02485,61,60321,12215,60,12.84,678,6,9,0.202,home_improvement,RENT,0
L02486,28,50022,32694,24,18.23,625,19,1,0.654,education,MORTGAGE,0
L02487,44,57433,33253,48,14.64,597,21,8,0.579,medical,MORTGAGE,0
L02488,53,73604,26230,12,9.58,437,2,3,0.356,vacation,RENT,0
L02489,32,34002,18925,24,20.13,424,4,9,0.557,education,MORTGAGE,1
L02490,43,82846,8033,48,6.6,691,11,8,0.097,home_improvement,OWN,0
L02491,43,72674,4665,36,14.97,701,11,8,0.064,car,MORTGAGE,0
L02492,64,37626,29025,24,8.97,779,26,9,0.771,debt_consolidation,RENT,0
L02493,46,61909,25533,36,6.27,700,25,4,0.412,car,OWN,0
L02494,43,71226,47897,12,14.56,661,19,5,0.672,home_improvement,RENT,0
L02495,49,32764,14125,60,14.49,365,22,7,0.431,home_improvement,OWN,0
L02496,50,55755,22998,12,18.43,727,21,2,0.412,home_improvement,RENT,0
L02497,34,53586,40957,24,19.15,820,6,7,0.764,home_improvement,OWN,0
L02498,39,43379,25057,36,18.83,731,21,3,0.578,education,OWN,0
L02499,23,56662,15708,36,12.78,404,11,6,0.277,vacation,RENT,0
L02500,50,44194,20072,48,17.0,388,1,6,0.454,debt_consolidation,MORTGAGE,0
L02501,42,79737,7095,12,15.96,305,13,6,0.089,education,MORTGAGE,0
L02502,36,43720,33495,12,13.01,457,22,2,0.766,car,MORTGAGE,0
L02503,48,69255,49177,24,16.35,678,15,9,0.71,vacation,RENT,0
L02504,52,25203,42351,36,23.0,629,23,8,1.68,medical,RENT,1
L02505,36,52087,3637,24,8.66,402,6,7,0.07,home_improvement,OWN,0
L02506,44,55221,16670,24,22.21,522,3,9,0.302,car,RENT,0
L02507,45,51502,40734,36,6.02,701,19,4,0.791,medical,OWN,0
L02508,34,47866,39438,24,10.86,844,27,2,0.824,debt_consolidation,RENT,0
L02509,43,42984,30658,36,10.47,808,4,4,0.713,car,RENT,0
L02510,64,68581,7203,24,16.9,483,13,3,0.105,vacation,RENT,0
L02511,58,72990,23518,60,7.49,386,8,2,0.322,education,RENT,0
L02512,54,53521,10669,24,21.76,679,4,2,0.199,medical,MORTGAGE,0
L02513,24,35260,49736,24,20.74,837,1,8,1.411,car,MORTGAGE,0
L02514,40,87291,4366,60,17.39,712,4,5,0.05,education,OWN,0
L02515,44,39163,20910,12,13.71,817,28,6,0.534,education,RENT,0
L02516,50,28730,33087,36,22.73,594,2,8,1.152,education,MORTGAGE,0
L02517,51,18772,2366,48,20.78,559,9,7,0.126,vacation,MORTGAGE,0
L02518,60,56790,11907,60,14.49,683,7,7,0.21,home_improvement,MORTGAGE,0
L02519,46,51086,41374,12,18.34,603,25,7,0.81,car,OWN,0
L02520,58,73557,32289,24,15.77,615,9,7,0.439,education,RENT,0
L02521,29,65999,34780,12,16.17,376,28,8,0.527,home_improvement,RENT,0
L02522,63,60223,21623,60,11.29,678,1,1,0.359,education,MORTGAGE,0
L02523,37,50115,37085,24,13.78,760,13,3,0.74,medical,MORTGAGE,0
L02524,29,74979,22426,12,6.48,355,26,1,0.299,medical,RENT,0
L02525,22,88613,9485,48,11.79,380,3,8,0.107,medical,RENT,0
L02526,26,73161,35024,36,18.22,475,20,2,0.479,home_improvement,OWN,0
L02527,24,46656,27469,36,23.11,682,11,7,0.589,home_improvement,MORTGAGE,0
L02528,22,69068,17903,60,23.3,448,19,6,0.259,education,MORTGAGE,0
L02529,25,47762,5212,24,15.56,580,28,1,0.109,vacation,OWN,0
L02530,61,35108,40943,24,16.53,644,13,6,1.166,car,RENT,0
L02531,56,38817,29799,36,8.53,708,15,9,0.768,vacation,RENT,0
L02532,53,48552,48339,12,18.21,329,4,3,0.996,home_improvement,MORTGAGE,1
L02533,63,56871,18087,24,6.34,721,25,7,0.318,car,MORTGAGE,0
L02534,55,92090,9446,48,10.41,530,15,4,0.103,medical,RENT,0
L02535,64,39129,31281,48,17.7,658,26,1,0.799,vacation,RENT,0
L02536,46,78822,16877,24,10.9,461,28,7,0.214,vacation,MORTGAGE,0
L02537,31,49289,26723,24,5.95,527,3,1,0.542,vacation,RENT,1
L02538,42,18705,14943,36,20.81,520,28,4,0.799,home_improvement,OWN,1
L02539,60,45896,12306,60,10.9,372,2,9,0.268,car,OWN,0
L02540,48,76180,38784,36,6.2,698,0,5,0.509,medical,MORTGAGE,0
L02541,48,61204,22455,60,6.42,394,29,7,0.367,home_improvement,MORTGAGE,0
L02542,23,62280,26491,48,9.78,774,3,7,0.425,medical,RENT,0
L02543,62,78913,7912,60,8.38,394,8,3,0.1,debt_consolidation,OWN,0
L02544,34,36345,31974,36,19.71,423,0,8,0.88,debt_consolidation,RENT,0
L02545,30,36068,29371,24,11.11,799,15,1,0.814,medical,MORTGAGE,0
L02546,57,15000,35210,60,20.29,347,22,4,2.347,debt_consolidation,MORTGAGE,0
L02547,43,70787,37712,36,8.3,394,2,4,0.533,car,RENT,0
L02548,63,65124,5936,48,14.36,776,23,2,0.091,car,RENT,0
L02549,47,68031,35166,60,18.07,332,5,6,0.517,home_improvement,RENT,0
L02550,33,33705,27727,48,17.39,417,12,1,0.823,medical,OWN,0
L02551,38,26123,30368,48,16.42,550,16,3,1.163,home_improvement,RENT,0
L02552,35,31246,4995,12,22.57,602,14,9,0.16,car,MORTGAGE,0
L02553,35,38393,41097,60,9.34,421,25,6,1.07,car,MORTGAGE,0
L02554,55,82971,36984,36,14.38,517,20,2,0.446,car,OWN,0
L02555,41,73002,46291,60,21.8,352,29,9,0.634,vacation,MORTGAGE,0
L02556,32,46752,28563,60,6.48,425,11,2,0.611,debt_consolidation,RENT,0
L02557,37,60386,24150,48,6.06,458,28,7,0.4,home_improvement,MORTGAGE,0
L02558,52,42789,24061,48,9.43,475,7,1,0.562,home_improvement,RENT,0
L02559,27,61557,31178,48,17.03,591,26,5,0.506,car,RENT,0
L02560,40,34514,37336,48,9.94,458,15,7,1.082,vacation,RENT,0
L02561,58,68504,2160,36,8.61,790,2,3,0.032,home_improvement,OWN,0
L02562,25,39705,17648,24,13.72,656,27,4,0.444,education,RENT,0
L02563,25,69506,42835,12,16.66,536,27,5,0.616,home_improvement,OWN,0
L02564,41,47306,38672,48,9.72,727,3,3,0.817,vacation,RENT,0
L02565,31,40778,5573,48,10.71,424,6,6,0.137,car,MORTGAGE,0
L02566,45,84033,36593,12,16.66,614,14,3,0.435,vacation,OWN,0
L02567,56,58185,15786,48,22.97,578,10,8,0.271,debt_consolidation,OWN,0
L02568,47,49200,30500,24,17.82,404,15,7,0.62,home_improvement,MORTGAGE,0
L02569,58,68647,11815,60,19.88,341,21,1,0.172,debt_consolidation,MORTGAGE,0
L02570,59,30880,23966,12,11.97,696,13,2,0.776,home_improvement,RENT,0
L02571,42,74923,15794,36,10.17,759,22,4,0.211,debt_consolidation,OWN,0
L02572,61,52489,33423,12,13.63,790,12,5,0.637,home_improvement,OWN,0
L02573,60,65814,35944,24,20.34,467,8,4,0.546,education,RENT,0
L02574,42,27138,23302,36,13.67,473,24,4,0.859,car,RENT,0
L02575,31,48116,23264,60,21.09,671,17,9,0.483,education,RENT,0
L02576,59,55082,21604,48,23.79,449,2,4,0.392,medical,MORTGAGE,0
L02577,25,73545,29835,12,6.37,548,19,4,0.406,vacation,RENT,0
L02578,41,67247,9820,36,5.86,479,21,4,0.146,home_improvement,RENT,0
L02579,38,47935,3499,12,7.84,419,4,2,0.073,vacation,RENT,0
L02580,28,60723,25814,60,12.3,327,21,8,0.425,home_improvement,MORTGAGE,0
L02581,25,77618,26089,12,7.49,416,26,4,0.336,medical,OWN,0
L02582,50,51400,9626,36,21.54,561,23,5,0.187,car,MORTGAGE,0
L02583,35,49440,34746,24,5.44,337,1,8,0.703,car,RENT,0
L02584,24,20985,18137,36,11.0,496,21,4,0.864,vacation,MORTGAGE,0
L02585,45,49976,23260,12,8.51,824,24,5,0.465,education,OWN,0
L02586,58,23686,38476,60,22.7,736,20,5,1.624,medical,OWN,0
L02587,37,52941,28283,48,17.72,709,16,6,0.534,vacation,MORTGAGE,0
L02588,25,72786,3769,48,22.33,632,15,7,0.052,car,MORTGAGE,0
L02589,45,16846,44278,60,23.47,830,28,3,2.628,debt_consolidation,MORTGAGE,0
L02590,55,77215,48994,12,14.44,764,23,3,0.635,vacation,MORTGAGE,0
L02591,51,49055,17634,60,9.45,457,19,9,0.359,home_improvement,OWN,0
L02592,39,54511,41499,12,8.68,459,23,1,0.761,car,RENT,0
L02593,40,45956,12965,36,9.24,633,12,8,0.282,home_improvement,RENT,0
L02594,52,24161,29566,24,18.46,675,19,3,1.224,medical,OWN,0
L02595,40,40906,35143,12,5.77,378,10,5,0.859,education,OWN,0
L02596,40,92753,21420,48,5.98,496,7,3,0.231,education,RENT,0
L02597,43,35271,27236,48,16.55,419,24,1,0.772,car,MORTGAGE,0
L02598,45,26406,8218,24,17.2,525,20,5,0.311,car,RENT,0
L02599,33,57543,10495,12,17.64,709,4,8,0.182,education,RENT,0
L02600,51,53456,35853,24,12.07,837,1,5,0.671,vacation,RENT,0
L02601,59,49180,15073,36,20.31,638,24,4,0.306,education,MORTGAGE,0
L02602,52,55260,13371,24,15.14,836,26,9,0.242,education,MORTGAGE,0
L02603,57,66595,19594,36,7.0,519,3,1,0.294,vacation,OWN,0
L02604,40,44431,13226,48,20.14,592,2,5,0.298,home_improvement,MORTGAGE,0
L02605,57,58499,12046,36,23.11,503,1,1,0.206,vacation,MORTGAGE,0
L02606,51,73429,45809,12,6.14,813,2,6,0.624,debt_consolidation,MORTGAGE,0
L02607,54,37084,39117,12,12.44,501,15,9,1.055,car,RENT,0
L02608,39,15000,6965,12,14.26,331,19,2,0.464,education,OWN,0
L02609,49,67074,48260,12,7.78,388,8,4,0.72,medical,RENT,1
L02610,32,100053,15336,60,21.49,501,5,8,0.153,car,MORTGAGE,0
L02611,54,54867,21843,36,10.4,592,25,3,0.398,education,MORTGAGE,0
L02612,38,58634,19373,12,19.88,414,14,7,0.33,home_improvement,MORTGAGE,0
L02613,27,49675,47452,24,17.75,521,4,7,0.955,education,OWN,0
L02614,25,83585,8654,24,16.36,481,28,2,0.104,vacation,OWN,0
L02615,41,53600,33280,60,8.65,768,8,4,0.621,car,RENT,0
L02616,48,51641,42110,36,9.19,725,23,1,0.815,vacation,RENT,0
L02617,36,71395,24407,36,5.9,359,5,8,0.342,education,OWN,0
L02618,27,46283,4358,36,9.57,784,2,9,0.094,home_improvement,RENT,0
L02619,35,31875,28583,60,11.56,310,22,1,0.897,vacation,MORTGAGE,0
L02620,32,70881,30706,36,20.83,684,12,7,0.433,medical,RENT,0
L02621,60,44352,8360,36,11.96,709,25,1,0.188,education,MORTGAGE,0
L02622,30,37441,5743,12,19.34,341,21,1,0.153,home_improvement,MORTGAGE,0
L02623,47,92800,9159,36,13.35,422,27,9,0.099,car,RENT,0
L02624,37,51785,34151,12,19.91,551,14,6,0.659,car,RENT,0
L02625,26,63896,2518,12,23.55,783,10,1,0.039,medical,MORTGAGE,0
L02626,31,55531,18652,36,9.56,512,29,7,0.336,debt_consolidation,MORTGAGE,0
L02627,24,39046,14925,24,21.38,567,15,3,0.382,vacation,RENT,0
L02628,34,67409,49578,48,16.81,839,14,4,0.735,education,RENT,0
L02629,64,60662,7475,24,20.53,434,23,4,0.123,car,MORTGAGE,0
L02630,51,43131,38953,36,17.38,797,27,8,0.903,education,RENT,0
L02631,27,62797,39929,36,13.06,425,5,1,0.636,medical,RENT,0
L02632,38,45742,44348,24,9.33,658,13,8,0.97,vacation,MORTGAGE,0
L02633,40,35119,11886,36,6.33,802,10,9,0.338,home_improvement,MORTGAGE,0
L02634,63,33297,13465,12,15.17,617,25,7,0.404,education,OWN,0
L02635,56,59861,13221,60,23.82,311,19,1,0.221,medical,MORTGAGE,1
L02636,47,48110,26395,36,19.02,776,9,7,0.549,home_improvement,MORTGAGE,0
L02637,26,82030,4335,36,11.22,593,15,6,0.053,home_improvement,MORTGAGE,0
L02638,50,54226,38442,24,20.72,739,11,5,0.709,home_improvement,RENT,0
L02639,58,40866,6576,12,19.61,815,6,5,0.161,vacation,RENT,0
L02640,41,57840,49740,24,10.35,690,6,1,0.86,debt_consolidation,RENT,0
L02641,42,31703,2500,24,5.27,615,26,6,0.079,education,RENT,0
L02642,31,53485,28675,36,7.25,307,23,4,0.536,home_improvement,MORTGAGE,0
L02643,26,60745,10083,12,21.67,807,17,1,0.166,car,MORTGAGE,0
L02644,57,58522,43062,36,20.89,423,14,8,0.736,vacation,MORTGAGE,1
L02645,27,78450,17720,36,10.61,671,26,8,0.226,vacation,OWN,0
L02646,47,101755,7543,36,10.42,613,5,4,0.074,home_improvement,MORTGAGE,0
L02647,25,67085,5276,36,20.06,484,29,7,0.079,car,OWN,0
L02648,60,76218,32635,60,22.82,846,18,3,0.428,medical,RENT,0
L02649,60,100782,26180,48,19.8,824,7,8,0.26,vacation,OWN,0
L02650,56,36887,8613,12,16.51,338,19,7,0.233,home_improvement,OWN,0
L02651,22,57351,46497,60,9.61,383,14,5,0.811,education,RENT,0
L02652,45,46396,3327,48,14.99,320,29,5,0.072,home_improvement,RENT,0
L02653,57,70167,42540,48,9.44,552,3,9,0.606,education,RENT,0
L02654,27,59889,12666,48,20.35,602,17,6,0.211,education,OWN,0
L02655,62,40268,28255,60,12.35,557,12,6,0.702,debt_consolidation,RENT,0
L02656,52,55197,22130,12,20.84,841,21,2,0.401,debt_consolidation,MORTGAGE,0
L02657,41,73844,24068,24,12.25,760,21,5,0.326,medical,RENT,0
L02658,45,31532,20946,48,20.66,523,0,4,0.664,medical,RENT,0
L02659,46,40647,22547,24,11.33,391,27,3,0.555,education,MORTGAGE,0
L02660,57,37949,21701,24,13.36,579,7,9,0.572,medical,OWN,0
L02661,42,60875,7769,36,16.69,469,18,7,0.128,medical,RENT,0
L02662,51,77329,26883,24,6.34,547,16,4,0.348,home_improvement,MORTGAGE,1
L02663,45,18824,15663,36,23.02,660,9,9,0.832,home_improvement,RENT,0
L02664,63,56699,40686,12,15.9,648,0,9,0.718,home_improvement,MORTGAGE,0
L02665,51,38364,39323,12,14.65,734,0,7,1.025,car,OWN,0
L02666,43,73097,37162,36,20.95,705,20,5,0.508,education,RENT,0
L02667,49,50734,24852,12,21.45,377,4,9,0.49,medical,OWN,0
L02668,28,57352,22388,48,14.92,757,0,7,0.39,car,RENT,0
L02669,56,54975,35434,12,22.62,691,20,9,0.645,vacation,RENT,0
L02670,49,75235,24102,36,6.23,313,22,3,0.32,education,RENT,0
L02671,35,91875,23536,48,7.15,344,20,9,0.256,vacation,RENT,0
L02672,31,34576,14355,24,16.34,337,24,1,0.415,home_improvement,MORTGAGE,0
L02673,37,37853,4234,24,11.73,715,19,5,0.112,vacation,MORTGAGE,1
L02674,37,60786,41103,24,13.82,544,12,2,0.676,home_improvement,MORTGAGE,0
L02675,52,40304,33147,36,11.23,361,8,1,0.822,education,RENT,0
L02676,63,71804,25659,24,12.69,792,15,3,0.357,education,MORTGAGE,0
L02677,46,74694,46271,12,20.63,622,27,7,0.619,medical,RENT,0
L02678,34,45161,41127,24,16.28,551,7,3,0.911,car,OWN,0
L02679,27,41256,18560,60,23.95,767,13,9,0.45,home_improvement,MORTGAGE,0
L02680,30,50053,48644,60,19.95,360,28,3,0.972,debt_consolidation,RENT,0
L02681,57,56872,25088,24,10.2,418,16,6,0.441,debt_consolidation,MORTGAGE,0
L02682,64,60667,4928,24,10.02,386,28,2,0.081,medical,MORTGAGE,0
L02683,41,15000,42385,60,11.38,379,3,8,2.826,car,MORTGAGE,1
L02684,39,37585,42382,24,21.02,527,6,5,1.128,home_improvement,MORTGAGE,0
L02685,64,47726,30184,48,5.52,782,16,2,0.632,medical,MORTGAGE,0
L02686,42,40654,22099,60,9.37,609,27,7,0.544,car,MORTGAGE,0
L02687,25,15000,6274,36,22.19,784,23,3,0.418,debt_consolidation,MORTGAGE,0
L02688,54,21009,26970,60,17.16,324,15,5,1.284,home_improvement,RENT,1
L02689,48,31503,27744,12,9.31,501,13,9,0.881,car,OWN,0
L02690,28,52924,39739,48,9.16,524,15,1,0.751,vacation,RENT,0
L02691,27,47148,10389,36,21.39,809,26,2,0.22,home_improvement,MORTGAGE,0
L02692,36,43631,19352,24,21.98,819,1,5,0.444,vacation,MORTGAGE,0
L02693,39,69337,23148,12,9.87,482,23,4,0.334,education,OWN,0
L02694,53,69330,33828,12,12.99,376,14,1,0.488,education,MORTGAGE,0
L02695,32,57698,4504,48,20.86,725,10,7,0.078,education,MORTGAGE,0
L02696,41,57162,40774,36,19.65,366,12,9,0.713,medical,RENT,0
L02697,45,39580,30743,12,20.46,793,3,1,0.777,car,OWN,0
L02698,36,41734,30894,36,14.85,846,23,8,0.74,education,OWN,0
L02699,28,24262,32995,36,22.32,376,0,9,1.36,car,MORTGAGE,1
L02700,42,50486,42711,12,11.19,354,14,2,0.846,car,RENT,0
L02701,63,69143,19748,36,7.98,772,11,1,0.286,car,MORTGAGE,0
L02702,47,79377,25100,48,18.47,546,20,6,0.316,home_improvement,RENT,0
L02703,35,50593,35691,12,15.25,738,8,7,0.705,vacation,RENT,0
L02704,58,63850,24981,48,21.24,613,6,2,0.391,vacation,RENT,0
L02705,42,15000,34708,48,6.54,619,2,5,2.314,medical,RENT,1
L02706,39,47207,12246,36,21.03,519,15,5,0.259,education,RENT,0
L02707,26,46785,47243,36,10.57,670,3,7,1.01,medical,OWN,0
L02708,24,81841,34486,12,17.44,515,25,1,0.421,car,MORTGAGE,0
L02709,44,62072,32340,24,5.76,348,22,8,0.521,debt_consolidation,RENT,0
L02710,47,63896,21338,12,16.58,762,13,5,0.334,debt_consolidation,OWN,0
L02711,58,62961,5086,48,18.63,417,21,3,0.081,car,OWN,0
L02712,45,55817,27535,36,12.01,381,12,9,0.493,education,RENT,0
L02713,40,82582,16860,48,9.09,562,28,3,0.204,vacation,RENT,0
L02714,46,15000,19013,60,15.21,795,19,7,1.268,medical,MORTGAGE,0
L02715,42,57631,9407,60,20.83,475,18,7,0.163,home_improvement,RENT,0
L02716,33,75336,35542,48,11.15,388,26,8,0.472,debt_consolidation,RENT,0
L02717,62,20954,26935,24,9.8,658,1,8,1.285,medical,MORTGAGE,0
L02718,54,70082,43477,24,10.3,585,9,4,0.62,debt_consolidation,MORTGAGE,0
L02719,25,41299,36111,12,23.03,596,27,1,0.874,vacation,OWN,0
L02720,63,56976,12161,12,11.83,559,24,4,0.213,vacation,OWN,0
L02721,28,40953,25581,12,5.07,774,18,6,0.625,car,MORTGAGE,0
L02722,43,72264,34277,36,19.85,835,14,6,0.474,car,MORTGAGE,0
L02723,54,49809,23400,24,18.29,336,6,6,0.47,debt_consolidation,RENT,0
L02724,38,70224,13419,48,7.44,480,14,7,0.191,debt_consolidation,OWN,0
L02725,45,62835,42565,60,23.71,324,16,1,0.677,medical,OWN,1
L02726,55,40711,21283,24,16.55,648,23,1,0.523,car,RENT,0
L02727,49,64033,2934,24,14.51,842,15,7,0.046,vacation,MORTGAGE,0
L02728,64,43055,36754,24,12.26,526,16,4,0.854,education,RENT,1
L02729,62,56154,23380,12,22.07,647,27,6,0.416,medical,RENT,1
L02730,60,49481,16016,36,9.64,337,15,6,0.324,medical,MORTGAGE,0
L02731,43,71198,40233,48,10.43,682,17,9,0.565,home_improvement,RENT,0
L02732,38,64725,24695,12,7.33,535,16,2,0.382,education,RENT,0
L02733,55,54447,26952,36,19.42,480,3,4,0.495,vacation,MORTGAGE,0
L02734,27,42657,44734,24,16.32,413,1,4,1.049,medical,RENT,0
L02735,27,32158,17721,36,16.57,605,16,7,0.551,education,MORTGAGE,0
L02736,55,57441,3505,12,9.15,431,16,1,0.061,home_improvement,RENT,0
L02737,22,43618,7363,24,17.37,647,1,5,0.169,education,RENT,0
L02738,31,21196,45614,12,19.54,479,21,4,2.152,car,RENT,0
L02739,42,31059,3010,48,11.8,714,1,2,0.097,vacation,MORTGAGE,0
L02740,26,84265,49692,24,20.23,684,28,5,0.59,car,RENT,0
L02741,23,43120,48250,36,11.63,811,14,9,1.119,home_improvement,OWN,0
L02742,43,74478,21861,12,19.4,342,28,8,0.294,vacation,MORTGAGE,1
L02743,23,48580,26125,60,5.64,779,27,9,0.538,debt_consolidation,MORTGAGE,0
L02744,31,77312,11369,36,15.47,417,27,7,0.147,debt_consolidation,MORTGAGE,0
L02745,55,76008,5857,36,23.42,360,15,7,0.077,debt_consolidation,RENT,0
L02746,37,40137,28671,24,23.64,487,10,2,0.714,education,OWN,0
L02747,60,19216,11864,36,10.35,752,28,3,0.617,medical,MORTGAGE,0
L02748,43,20740,34490,12,13.39,486,1,8,1.663,education,MORTGAGE,0
L02749,33,40444,12120,60,6.2,763,7,2,0.3,education,MORTGAGE,0
L02750,45,89013,22223,48,21.59,463,20,7,0.25,education,MORTGAGE,0
L02751,61,47609,34150,60,15.8,723,29,6,0.717,education,MORTGAGE,0
L02752,59,57614,46138,12,12.32,401,23,4,0.801,debt_consolidation,RENT,0
L02753,31,78460,4553,24,7.14,566,11,4,0.058,medical,MORTGAGE,0
L02754,56,56985,17489,12,22.99,452,13,3,0.307,medical,MORTGAGE,0
L02755,53,56366,6389,36,15.07,728,27,6,0.113,home_improvement,MORTGAGE,0
L02756,28,66207,23950,24,10.38,726,13,3,0.362,debt_consolidation,MORTGAGE,0
L02757,42,60201,13089,48,11.65,835,23,9,0.217,vacation,OWN,0
L02758,41,53209,43999,48,10.14,632,11,4,0.827,education,MORTGAGE,0
L02759,47,42013,5051,12,16.43,739,1,4,0.12,medical,RENT,0
L02760,25,56412,40090,36,22.67,423,13,2,0.711,home_improvement,OWN,0
L02761,43,74699,30805,48,21.28,601,22,2,0.412,medical,OWN,0
L02762,36,87076,31442,60,13.75,648,24,7,0.361,vacation,MORTGAGE,0
L02763,61,60260,46557,24,20.7,548,11,5,0.773,vacation,MORTGAGE,0
L02764,42,68592,4555,60,13.04,570,23,3,0.066,debt_consolidation,MORTGAGE,0
L02765,36,59855,14767,48,9.79,728,28,6,0.247,medical,RENT,0
L02766,43,53428,2458,48,23.68,546,8,6,0.046,vacation,RENT,0
L02767,49,64256,18066,12,10.77,780,28,1,0.281,car,MORTGAGE,0
L02768,35,76407,6721,12,11.15,397,7,3,0.088,vacation,RENT,0
L02769,48,39045,14446,24,23.8,628,19,5,0.37,vacation,RENT,0
L02770,62,28874,8304,12,7.54,724,15,7,0.288,medical,MORTGAGE,0
L02771,61,45405,48333,36,19.45,723,9,4,1.064,education,RENT,0
L02772,49,58809,44967,24,22.78,304,6,8,0.765,vacation,RENT,0
L02773,47,70657,36688,36,14.72,758,14,3,0.519,home_improvement,OWN,0
L02774,23,37188,15227,12,5.05,797,24,6,0.409,education,MORTGAGE,0
L02775,46,15000,42462,24,12.13,386,8,6,2.831,vacation,MORTGAGE,1
L02776,24,45829,8298,48,7.12,701,3,9,0.181,car,MORTGAGE,0
L02777,29,51509,41397,60,12.91,592,22,4,0.804,vacation,MORTGAGE,0
L02778,54,34079,47487,48,20.01,580,5,7,1.393,debt_consolidation,RENT,0
L02779,63,41390,39914,36,13.34,496,27,1,0.964,medical,MORTGAGE,0
L02780,56,70611,12306,48,13.21,382,11,1,0.174,car,RENT,0
L02781,27,56406,4589,48,15.58,326,14,2,0.081,home_improvement,RENT,0
L02782,60,61221,39078,60,16.05,434,18,4,0.638,vacation,RENT,0
